Periodo;Codigo usuario;Factura;Estrato;Ciclo;COD Municipio;Estado;Consumo;Normalizado;Promedio;Dias_Facturados;ID_Mes;es_estacional
202210;14;26477676;13;2;601;A;2.0;4.988367809695195;4.0;31;25;0
202209;14;26272998;13;2;601;A;3.0;7.3376214453342605;4.0;31;26;0
202208;14;26044705;13;2;601;A;5.0;12.898621719901588;5.0;30;27;0
202207;14;25834694;13;2;601;A;3.0;8.14482212528928;5.0;29;28;0
202206;14;25616474;13;2;601;A;3.0;7.497350975727377;5.0;31;29;0
202205;14;25404638;13;2;601;A;5.0;12.644579985514445;4.0;30;30;0
202204;14;25197394;13;2;601;A;4.0;10.060454797610962;4.0;31;31;0
202203;14;24984763;13;2;601;A;8.0;19.761683177990214;4.0;31;32;0
202202;14;24778339;13;2;601;A;8.0;20.79982239878881;3.0;30;33;0
202201;14;24571300;13;2;601;A;2.0;5.28500912222566;3.0;30;34;0
202112;14;24366564;13;2;601;A;2.0;5.181079709466768;4.0;30;35;0
202111;14;24165715;13;2;601;A;3.0;7.417202226912432;4.0;32;36;0
202110;14;23961521;13;2;601;A;3.0;7.7812167674505766;4.0;30;37;0
202109;14;23761538;13;2;601;A;5.0;13.813239207328653;4.0;28;38;0
202108;14;23565537;13;2;601;A;4.0;11.302007927107436;5.0;28;39;0
202107;14;23365411;13;2;601;A;4.0;10.17456913307952;6.0;30;40;0
202410;15;32011161;13;2;601;A;29.0;79.46055526755686;25.0;29;1;0
202409;15;31769686;13;2;601;A;31.0;78.19994446234739;23.0;31;2;0
202408;15;31527813;13;2;601;A;31.0;76.84458859565622;22.0;31;3;0
202407;15;31279787;13;2;601;A;25.0;64.88350588446838;21.0;30;4;0
202406;15;31044772;13;2;601;A;24.0;60.762621968355745;20.0;31;5;0
202405;15;30803597;13;2;601;A;23.0;59.789304129222735;19.0;30;6;0
202404;15;30566990;13;2;601;A;22.0;55.15125915133506;17.0;31;7;0
202403;15;30332670;13;2;601;A;18.0;46.79792574868442;15.0;30;8;0
202402;15;30096671;13;2;601;A;28.0;68.52030850895841;12.0;32;9;0
202401;15;29864428;13;2;601;A;20.0;52.40097286292087;11.0;30;10;0
202312;15;29631072;13;2;601;A;17.0;42.80383022275848;10.0;31;11;0
202311;15;29401407;13;2;601;A;16.0;42.17065869456606;9.0;30;12;0
202310;15;29169449;13;2;601;A;7.0;18.41767599896271;8.0;30;13;0
202309;15;28940070;13;2;601;A;9.0;22.782873539850108;8.0;31;14;0
202308;15;28711414;13;2;601;A;9.0;23.479719509487154;11.0;30;15;0
202307;15;28490349;13;2;601;A;11.0;27.796247336997837;11.0;31;16;0
202306;15;28256425;13;2;601;A;12.0;29.738476521927318;12.0;31;17;0
202305;15;28031060;13;2;601;A;7.0;18.052305724471857;13.0;30;18;0
202304;15;27805550;13;2;601;A;3.0;7.71712618149553;15.0;30;19;0
202303;15;27582464;13;2;601;A;10.0;24.68995845053943;16.0;31;20;0
202302;15;27358697;13;2;601;A;23.0;59.17692167639086;14.0;30;21;0
202301;15;27136919;13;2;601;A;16.0;41.472781879612256;13.0;30;22;0
202212;15;26919024;13;2;601;A;17.0;44.443651042273245;11.0;30;23;0
202211;15;26696169;13;2;601;A;15.0;38.723766650000584;11.0;30;24;0
202210;15;26477679;13;2;601;A;15.0;37.071299517844984;10.0;31;25;0
202209;15;26272999;13;2;601;A;12.0;30.40590420493054;12.0;31;26;0
202208;15;26044707;13;2;601;A;12.0;30.355942363525568;14.0;30;27;0
202207;15;25834696;13;2;601;A;10.0;26.73034799540256;14.0;29;28;0
202206;15;25616477;13;2;601;A;6.0;15.218524478856155;16.0;31;29;0
202205;15;25404640;13;2;601;A;14.0;35.72039386903977;17.0;30;30;0
202204;15;25197396;13;2;601;A;12.0;30.069218729255766;18.0;31;31;0
202203;15;24984764;13;2;601;A;24.0;59.247694055832255;16.0;31;32;0
202202;15;24778343;13;2;601;A;19.0;50.32512265361185;15.0;30;33;0
202201;15;24571301;13;2;601;A;16.0;42.14069437768852;15.0;30;34;0
202112;15;24366567;13;2;601;A;17.0;44.227386526910664;15.0;30;35;0
202111;15;24165717;13;2;601;A;21.0;51.31000831621719;14.0;32;36;0
202110;15;23961522;13;2;601;A;14.0;36.46808952206276;14.0;30;37;0
202109;15;23761542;13;2;601;A;14.0;39.61475353745877;14.0;28;38;0
202108;15;23565540;13;2;601;A;13.0;36.664948437697404;15.0;28;39;0
202107;15;23365412;13;2;601;A;18.0;46.890214866708746;15.0;30;40;0
202410;1;32011148;12;2;601;A;8.0;8.724938162214006;8.0;29;1;1
202409;1;31769673;12;2;601;A;8.0;7.900756152166835;8.0;31;2;1
202408;1;31527800;12;2;601;A;9.0;9.208567676174603;9.0;31;3;1
202407;1;31279774;12;2;601;A;8.0;8.396617577086214;10.0;30;4;1
202406;1;31044759;12;2;601;A;9.0;9.137976155775702;10.0;31;5;1
202405;1;30803584;12;2;601;A;8.0;8.184148434463927;10.0;30;6;1
202404;1;30566977;12;2;601;A;9.0;8.949055754398467;10.0;31;7;1
202403;1;30332642;12;2;601;A;10.0;10.370703025963834;11.0;30;8;1
202402;1;30096646;12;2;601;A;12.0;11.72253060886938;11.0;32;9;1
202401;1;29864400;12;2;601;A;13.0;13.518532437176765;11.0;30;10;1
202312;1;29631059;12;2;601;A;11.0;10.95228394701621;11.0;31;11;1
202311;1;29401330;12;2;601;A;10.0;10.420293423376725;12.0;30;12;1
202310;1;29169436;12;2;601;A;9.0;9.328261059659642;13.0;30;13;1
202309;1;28940057;12;2;601;A;13.0;12.866990878607755;13.0;31;14;1
202308;1;28711401;12;2;601;A;12.0;12.556917306658956;13.0;30;15;1
202307;1;28490336;12;2;601;A;14.0;13.916780825327344;13.0;31;16;1
202306;1;28256412;12;2;601;A;14.0;13.918833243334168;12.0;31;17;1
202305;1;28031035;12;2;601;A;13.0;13.53930051788926;12.0;30;18;1
202304;1;27805537;12;2;601;A;17.0;17.21708528616356;11.0;30;19;1
202303;1;27582440;12;2;601;A;13.0;13.279466562899405;11.0;31;20;1
202302;1;27358673;12;2;601;A;13.0;13.450848108567708;12.0;30;21;1
202301;1;27136906;12;2;601;A;11.0;11.512594434052364;12.0;30;22;1
202212;1;26918955;12;2;601;A;8.0;8.260671730371694;12.0;30;23;1
202211;1;26696150;12;2;601;A;13.0;13.55963936539221;12.0;30;24;1
202210;1;26477623;12;2;601;A;14.0;14.02873990442384;12.0;31;25;1
202209;1;26272986;12;2;601;A;13.0;13.1247827213639;12.0;31;26;1
202208;1;26044663;12;2;601;A;16.0;16.649358171277004;12.0;30;27;1
202207;1;25834668;12;2;601;A;9.0;9.616135265085386;13.0;29;28;1
202206;1;25616413;12;2;601;A;13.0;13.27807220935208;15.0;31;29;1
202205;1;25404616;12;2;601;A;12.0;12.57409981010927;16.0;30;30;1
202204;1;25197367;12;2;601;A;11.0;11.221278250008647;16.0;31;31;1
202203;1;24984751;12;2;601;A;16.0;16.062615831583972;16.0;31;32;1
202202;1;24778285;12;2;601;A;15.0;15.766546952989469;16.0;30;33;1
202201;1;24571288;12;2;601;A;13.0;13.667723657247477;15.0;30;34;1
202112;1;24366532;12;2;601;A;27.0;27.272168201105117;13.0;30;35;1
202111;1;24165686;12;2;601;A;19.0;18.8408152126965;13.0;32;36;1
202110;1;23961509;12;2;601;A;13.0;13.77739904520106;15.0;30;37;1
202109;1;23761495;12;2;601;A;13.0;14.469433851808533;14.0;28;38;1
202108;1;23565496;12;2;601;A;14.0;15.311103046186096;14.0;28;39;1
202107;1;23365399;12;2;601;A;12.0;12.692252874808098;13.0;30;40;1
202410;2;32011149;13;2;601;A;13.0;14.124082168298695;10.0;29;1;1
202409;2;31769674;13;2;601;A;14.0;14.061662798501402;9.0;31;2;1
202408;2;31527801;13;2;601;A;10.0;9.921627670731223;10.0;31;3;1
202407;2;31279775;13;2;601;A;16.0;16.221280371781276;7.0;30;4;1
202406;2;31044760;13;2;601;A;13.0;12.819121337272072;6.0;31;5;1
202405;2;30803585;13;2;601;A;8.0;8.146266992920335;5.0;30;6;1
202404;2;30566978;13;2;601;A;0.0;0.0;5.0;31;7;1
202403;2;30332644;13;2;601;A;11.0;11.29408786621863;4.0;30;8;1
202402;2;30096647;13;2;601;A;13.0;12.510126552071297;2.0;32;9;1
202401;2;29864402;13;2;601;A;2.0;2.0818229966261166;3.0;30;10;1
202312;2;29631060;13;2;601;A;2.0;2.0263839860023536;3.0;31;11;1
202311;2;29401335;13;2;601;A;2.0;2.1137807697819526;4.0;30;12;1
202310;2;29169437;13;2;601;A;2.0;2.08319659416876;6.0;30;13;1
202309;2;28940058;13;2;601;A;4.0;4.101955466737698;10.0;31;14;1
202308;2;28711402;13;2;601;A;2.0;2.0825720593391104;14.0;30;15;1
202307;2;28490337;13;2;601;A;4.0;4.0610172274859755;18.0;31;16;1
202306;2;28256413;13;2;601;A;4.0;3.985723387870018;21.0;31;17;1
202305;2;28031036;13;2;601;A;8.0;8.459093061941385;24.0;30;18;1
202304;2;27805538;13;2;601;A;16.0;16.780037650612474;26.0;30;19;1
202303;2;27582442;13;2;601;A;29.0;28.704716454613557;26.0;31;20;1
202302;2;27358675;13;2;601;A;26.0;26.371430322619375;26.0;30;21;1
202301;2;27136907;13;2;601;A;27.0;28.431933656978803;26.0;30;22;1
202212;2;26918960;13;2;601;A;27.0;28.484435135344565;25.0;30;23;1
202211;2;26696151;13;2;601;A;26.0;26.424584457332955;25.0;30;24;1
202210;2;26477626;13;2;601;A;29.0;29.36083911299889;24.0;31;25;1
202209;2;26272987;13;2;601;A;27.0;27.396047555194627;25.0;31;26;1
202208;2;26044665;13;2;601;A;26.0;26.524925928933794;26.0;30;27;1
202207;2;25834670;13;2;601;A;27.0;28.62113621258157;27.0;29;28;1
202206;2;25616416;13;2;601;A;25.0;24.881032628260428;28.0;31;29;1
202205;2;25404617;13;2;601;A;24.0;24.42522828205326;29.0;30;30;1
202204;2;25197369;13;2;601;A;25.0;25.30579717884608;28.0;31;31;1
202203;2;24984752;13;2;601;A;30.0;29.693485001543074;27.0;31;32;1
202202;2;24778289;13;2;601;A;33.0;34.01414835416492;25.0;30;33;1
202201;2;24571289;13;2;601;A;32.0;32.83183387668213;22.0;30;34;1
202112;2;24366534;13;2;601;A;33.0;33.714320664790996;20.0;30;35;1
202111;2;24165688;13;2;601;A;27.0;26.723656878771433;19.0;32;36;1
202110;2;23961510;13;2;601;A;24.0;24.958226878764115;18.0;30;37;1
202109;2;23761498;13;2;601;A;24.0;26.824993334442915;17.0;28;38;1
202108;2;23565499;13;2;601;A;15.0;16.396341773095003;18.0;28;39;1
202107;2;23365400;13;2;601;A;17.0;17.98771890938898;19.0;30;40;1
202410;10;32011156;13;2;601;A;10.0;10.54136820278924;10.0;29;1;0
202409;10;31769681;13;2;601;A;6.0;6.118246753094673;11.0;31;2;0
202408;10;31527808;13;2;601;A;12.0;12.260410995287014;11.0;31;3;0
202407;10;31279782;13;2;601;A;13.0;13.526588695777352;10.0;30;4;0
202406;10;31044767;13;2;601;A;11.0;10.801305980946678;11.0;31;5;0
202405;10;30803592;13;2;601;A;10.0;10.141072290600665;11.0;30;6;0
202404;10;30566985;13;2;601;A;12.0;12.167006358046983;11.0;31;7;0
202403;10;30332660;13;2;601;A;11.0;11.529116733459695;11.0;30;8;0
202402;10;30096661;13;2;601;A;11.0;10.602268867362316;11.0;32;9;0
202401;10;29864418;13;2;601;A;11.0;11.31915801105886;12.0;30;10;0
202312;10;29631067;13;2;601;A;13.0;12.723802898869474;12.0;31;11;0
202311;10;29401383;13;2;601;A;13.0;13.226536147224694;12.0;30;12;0
202310;10;29169444;13;2;601;A;13.0;13.771113350386221;12.0;30;13;0
202309;10;28940065;13;2;601;A;11.0;11.138155757706146;12.0;31;14;0
202308;10;28711409;13;2;601;A;11.0;11.552539719795158;12.0;30;15;0
202307;10;28490344;13;2;601;A;13.0;12.913730906110837;12.0;31;16;0
202306;10;28256420;13;2;601;A;13.0;12.79956926062688;11.0;31;17;0
202305;10;28031050;13;2;601;A;12.0;12.327585712827872;11.0;30;18;0
202304;10;27805545;13;2;601;A;13.0;13.735474202788629;11.0;30;19;0
202303;10;27582456;13;2;601;A;13.0;12.872440122456828;11.0;31;20;0
202302;10;27358687;13;2;601;A;11.0;11.5679148457015;11.0;30;21;0
202301;10;27136914;13;2;601;A;11.0;11.21124481424836;11.0;30;22;0
202212;10;26919001;13;2;601;A;11.0;11.586429697752823;11.0;30;23;0
202211;10;26696164;13;2;601;A;12.0;12.403203299980142;11.0;30;24;0
202210;10;26477664;13;2;601;A;12.0;12.079168181981684;11.0;31;25;0
202209;10;26272994;13;2;601;A;13.0;12.93544940640614;10.0;31;26;0
202208;10;26044697;13;2;601;A;11.0;11.649090625729997;10.0;30;27;0
202207;10;25834686;13;2;601;A;13.0;14.075250625668456;9.0;29;28;0
202206;10;25616462;13;2;601;A;10.0;10.089932080708971;9.0;31;29;0
202205;10;25404630;13;2;601;A;11.0;11.23352718020684;8.0;30;30;0
202204;10;25197386;13;2;601;A;11.0;11.023424107398617;7.0;31;31;0
202203;10;24984759;13;2;601;A;9.0;9.231721940208026;8.0;31;32;0
202202;10;24778323;13;2;601;A;10.0;10.19001510007684;8.0;30;33;0
202201;10;24571296;13;2;601;A;8.0;8.291448451525788;9.0;30;34;0
202112;10;24366552;13;2;601;A;9.0;9.459890341688313;8.0;30;35;0
202111;10;24165709;13;2;601;A;6.0;5.898107343909002;9.0;32;36;0
202110;10;23961517;13;2;601;A;5.0;5.1315825885450375;10.0;30;37;0
202109;10;23761525;13;2;601;A;11.0;11.959822710271357;10.0;28;38;0
202108;10;23565525;13;2;601;A;13.0;14.45203911571648;10.0;28;39;0
202107;10;23365407;13;2;601;A;10.0;10.565206660140326;10.0;30;40;0
202410;11;32011157;13;2;601;A;15.0;16.203301977860963;13.0;29;1;0
202409;11;31769682;13;2;601;A;16.0;16.332119329014635;13.0;31;2;0
202408;11;31527809;13;2;601;A;16.0;16.00421652956254;13.0;31;3;0
202407;11;31279783;13;2;601;A;12.0;12.32919719253059;13.0;30;4;0
202406;11;31044768;13;2;601;A;13.0;13.128413264759647;13.0;31;5;0
202405;11;30803593;13;2;601;A;11.0;11.453213860959629;14.0;30;6;0
202404;11;30566986;13;2;601;A;14.0;13.963113241703173;14.0;31;7;0
202403;11;30332662;13;2;601;A;16.0;16.753629329075675;14.0;30;8;0
202402;11;30096663;13;2;601;A;16.0;15.485828267004504;14.0;32;9;0
202401;11;29864420;13;2;601;A;11.0;11.597468528247344;14.0;30;10;0
202312;11;29631068;13;2;601;A;14.0;13.986352906446951;14.0;31;11;0
202311;11;29401388;13;2;601;A;15.0;15.888348843989835;14.0;30;12;0
202310;11;29169445;13;2;601;A;15.0;15.32483279301553;13.0;30;13;0
202309;11;28940066;13;2;601;A;19.0;19.40690755048076;11.0;31;14;0
202308;11;28711410;13;2;601;A;16.0;16.777976609147316;11.0;30;15;0
202307;11;28490345;13;2;601;A;12.0;11.913767676676953;11.0;31;16;0
202306;11;28256421;13;2;601;A;14.0;14.150028860489703;10.0;31;17;0
202305;11;28031052;13;2;601;A;14.0;14.33484654695005;10.0;30;18;0
202304;11;27805546;13;2;601;A;7.0;7.365901884092608;10.0;30;19;0
202303;11;27582458;13;2;601;A;8.0;8.014873784290314;10.0;31;20;0
202302;11;27358689;13;2;601;A;12.0;12.492095506516154;9.0;30;21;0
202301;11;27136915;13;2;601;A;12.0;12.481132777291213;8.0;30;22;0
202212;11;26919005;13;2;601;A;11.0;11.15299091295292;8.0;30;23;0
202211;11;26696165;13;2;601;A;13.0;13.64798622963911;8.0;30;24;0
202210;11;26477667;13;2;601;A;9.0;9.062391980983133;9.0;31;25;0
202209;11;26272995;13;2;601;A;6.0;5.924013831906842;10.0;31;26;0
202208;11;26044699;13;2;601;A;3.0;3.151984653256181;12.0;30;27;0
202207;11;25834688;13;2;601;A;10.0;10.549816529717218;11.0;29;28;0
202206;11;25616465;13;2;601;A;12.0;11.981962192644556;11.0;31;29;0
202205;11;25404632;13;2;601;A;13.0;13.611945501293189;9.0;30;30;0
202204;11;25197388;13;2;601;A;13.0;12.775823038219478;8.0;31;31;0
202203;11;24984760;13;2;601;A;14.0;13.977448158374713;7.0;31;32;0
202202;11;24778327;13;2;601;A;12.0;12.232119645857974;6.0;30;33;0
202201;11;24571297;13;2;601;A;6.0;6.147601862810663;6.0;30;34;0
202112;11;24366555;13;2;601;A;9.0;9.465347200705159;6.0;30;35;0
202111;11;24165711;13;2;601;A;5.0;4.856559023544901;7.0;32;36;0
202110;11;23961518;13;2;601;A;4.0;4.193983295939019;8.0;30;37;0
202109;11;23761528;13;2;601;A;6.0;6.509158648781747;8.0;28;38;0
202108;11;23565528;13;2;601;A;7.0;7.8493650656446485;8.0;28;39;0
202107;11;23365408;13;2;601;A;9.0;9.16362084608851;8.0;30;40;0
202410;12;32011158;13;2;601;A;10.0;10.666677252921012;11.0;29;1;0
202409;12;31769683;13;2;601;A;11.0;11.147309155240652;9.0;31;2;0
202408;12;31527810;13;2;601;A;12.0;12.145507255136177;7.0;31;3;0
202407;12;31279784;13;2;601;A;12.0;12.695084250496546;6.0;30;4;0
202406;12;31044769;13;2;601;A;15.0;15.25651650688992;3.0;31;5;0
202405;12;30803594;13;2;601;A;10.0;10.332842632946054;2.0;30;6;0
202404;12;30566987;13;2;601;A;10.0;9.84589556167746;1.0;31;7;0
202403;12;30332664;13;2;601;A;0.0;0.0;5.0;30;8;0
202402;12;30096665;13;2;601;A;0.0;0.0;9.0;32;9;0
202401;12;29864422;13;2;601;A;0.0;0.0;12.0;30;10;0
202312;12;29631069;13;2;601;A;0.0;0.0;13.0;31;11;0
202311;12;29401392;13;2;601;A;0.0;0.0;14.0;30;12;0
202310;12;29169446;13;2;601;A;4.0;4.225404635315254;15.0;30;13;0
202309;12;28940067;13;2;601;A;29.0;28.867284824918542;12.0;31;14;0
202308;12;28711411;13;2;601;A;25.0;26.136112413989068;11.0;30;15;0
202307;12;28490346;13;2;601;A;15.0;15.086442451529328;10.0;31;16;0
202306;12;28256422;13;2;601;A;8.0;7.925166507661709;11.0;31;17;0
202305;12;28031054;13;2;601;A;8.0;8.436760739150948;11.0;30;18;0
202304;12;27805547;13;2;601;A;9.0;9.171744399835525;10.0;30;19;0
202303;12;27582460;13;2;601;A;11.0;11.240769696639054;8.0;31;20;0
202302;12;27358691;13;2;601;A;15.0;15.324205813341926;6.0;30;21;0
202301;12;27136916;13;2;601;A;13.0;13.564293946183366;5.0;30;22;0
202212;12;26919010;13;2;601;A;13.0;13.135458089994197;5.0;30;23;0
202211;12;26696166;13;2;601;A;8.0;8.352462653586418;6.0;30;24;0
202210;12;26477670;13;2;601;A;1.0;1.0162026659774308;7.0;31;25;0
202209;12;26272996;13;2;601;A;0.0;0.0;9.0;31;26;0
202208;12;26044701;13;2;601;A;0.0;0.0;10.0;30;27;0
202207;12;25834690;13;2;601;A;10.0;10.875773219724246;10.0;29;28;0
202206;12;25616468;13;2;601;A;15.0;14.773450607039528;10.0;31;29;0
202205;12;25404634;13;2;601;A;10.0;10.149877794322101;9.0;30;30;0
202204;12;25197390;13;2;601;A;11.0;10.802896789634191;9.0;31;31;0
202203;12;24984761;13;2;601;A;8.0;7.881904221504766;9.0;31;32;0
202202;12;24778331;13;2;601;A;10.0;10.421102523951086;9.0;30;33;0
202201;12;24571298;13;2;601;A;11.0;11.569062784627993;8.0;30;34;0
202112;12;24366558;13;2;601;A;10.0;10.560125332672644;8.0;30;35;0
202111;12;24165713;13;2;601;A;9.0;8.599984087643234;8.0;32;36;0
202110;12;23961519;13;2;601;A;10.0;10.330972602735294;9.0;30;37;0
202109;12;23761531;13;2;601;A;7.0;7.7998870046170685;9.0;28;38;0
202108;12;23565531;13;2;601;A;8.0;8.685004146995693;9.0;28;39;0
202107;12;23365409;13;2;601;A;7.0;7.089405964074838;10.0;30;40;0
202410;13;32011159;13;2;601;A;4.0;4.376560636528811;5.0;29;1;0
202409;13;31769684;13;2;601;A;2.0;2.0509171611024417;6.0;31;2;0
202408;13;31527811;13;2;601;A;3.0;2.939342532282636;7.0;31;3;0
202407;13;31279785;13;2;601;A;5.0;5.2196982130189795;7.0;30;4;0
202406;13;31044770;13;2;601;A;8.0;8.069766521332308;7.0;31;5;0
202405;13;30803595;13;2;601;A;10.0;10.267038662545819;6.0;30;6;0
202404;13;30566988;13;2;601;A;6.0;5.973980469269687;5.0;31;7;0
202403;13;30332666;13;2;601;A;6.0;6.24224824596067;5.0;30;8;0
202402;13;30096667;13;2;601;A;8.0;7.908772156671045;5.0;32;9;0
202401;13;29864424;13;2;601;A;7.0;7.095227664270374;5.0;30;10;0
202312;13;29631070;13;2;601;A;8.0;7.955643414268195;4.0;31;11;0
202311;13;29401397;13;2;601;A;3.0;3.0765711986060165;5.0;30;12;0
202310;13;29169447;13;2;601;A;0.0;0.0;6.0;30;13;0
202309;13;28940068;13;2;601;A;4.0;4.089053524694567;7.0;31;14;0
202308;13;28711412;13;2;601;A;7.0;7.373024679218878;7.0;30;15;0
202307;13;28490347;13;2;601;A;7.0;7.168518844522692;8.0;31;16;0
202306;13;28256423;13;2;601;A;7.0;6.910278957920833;9.0;31;17;0
202305;13;28031056;13;2;601;A;5.0;5.2312283924166945;9.0;30;18;0
202304;13;27805548;13;2;601;A;9.0;9.436567481954322;9.0;30;19;0
202303;13;27582462;13;2;601;A;9.0;8.924180987237003;9.0;31;20;0
202302;13;27358693;13;2;601;A;9.0;9.443438424418634;9.0;30;21;0
202301;13;27136917;13;2;601;A;11.0;11.467683268480878;9.0;30;22;0
202212;13;26919015;13;2;601;A;11.0;11.597388178546048;9.0;30;23;0
202211;13;26696167;13;2;601;A;9.0;9.166172055678533;9.0;30;24;0
202210;13;26477673;13;2;601;A;9.0;8.985355455184791;10.0;31;25;0
202209;13;26272997;13;2;601;A;8.0;8.160816162061536;10.0;31;26;0
202208;13;26044703;13;2;601;A;9.0;9.4427757396108;10.0;30;27;0
202207;13;25834692;13;2;601;A;9.0;9.614658131851058;10.0;29;28;0
202206;13;25616471;13;2;601;A;12.0;11.9263746577413;9.0;31;29;0
202205;13;25404636;13;2;601;A;10.0;10.239144224515842;9.0;30;30;0
202204;13;25197392;13;2;601;A;12.0;11.748223236974376;9.0;31;31;0
202203;13;24984762;13;2;601;A;9.0;9.139216040924698;9.0;31;32;0
202202;13;24778335;13;2;601;A;8.0;8.292277484057283;9.0;30;33;0
202201;13;24571299;13;2;601;A;9.0;9.517726142071666;9.0;30;34;0
202112;13;24366561;13;2;601;A;8.0;8.094543764934897;9.0;30;35;0
202111;13;24165714;13;2;601;A;10.0;9.598342505010264;10.0;32;36;0
202110;13;23961520;13;2;601;A;11.0;11.336353330313717;10.0;30;37;0
202109;13;23761534;13;2;601;A;12.0;13.606419094856312;9.0;28;38;0
202108;13;23565534;13;2;601;A;9.0;9.946774842664995;9.0;28;39;0
202107;13;23365410;13;2;601;A;8.0;8.303318770239946;8.0;30;40;0
202410;14;32011160;13;2;601;A;6.0;6.470030337019656;6.0;29;1;0
202409;14;31769685;13;2;601;A;2.0;1.9599133253285366;6.0;31;2;0
202408;14;31527812;13;2;601;A;8.0;8.036619740397487;5.0;31;3;0
202407;14;31279786;13;2;601;A;9.0;9.210232698435862;4.0;30;4;0
202406;14;31044771;13;2;601;A;5.0;5.0762821987394195;5.0;31;5;0
202405;14;30803596;13;2;601;A;8.0;8.262844551603958;4.0;30;6;0
202404;14;30566989;13;2;601;A;4.0;4.073627065940832;4.0;31;7;0
202403;14;30332668;13;2;601;A;6.0;6.121924557312316;3.0;30;8;0
202402;14;30096669;13;2;601;A;0.0;0.0;4.0;32;9;0
202401;14;29864426;13;2;601;A;4.0;4.160686543242195;5.0;30;10;0
202312;14;29631071;13;2;601;A;7.0;6.9436892567056585;4.0;31;11;0
202311;14;29401402;13;2;601;A;4.0;4.206201990720965;4.0;30;12;0
202310;14;29169448;13;2;601;A;6.0;6.201642455167566;4.0;30;13;0
202309;14;28940069;13;2;601;A;0.0;0.0;5.0;31;14;0
202308;14;28711413;13;2;601;A;7.0;7.196255259729078;5.0;30;15;0
202307;14;28490348;13;2;601;A;6.0;5.961315501916815;5.0;31;16;0
202306;14;28256424;13;2;601;A;3.0;3.0701274619098067;5.0;31;17;0
202305;14;28031058;13;2;601;A;6.0;6.307421333208897;4.0;30;18;0
202304;14;27805549;13;2;601;A;6.0;6.253297778875403;3.0;30;19;0
202303;14;27582463;13;2;601;A;3.0;3.066369640272896;3.0;31;20;0
202302;14;27358695;13;2;601;A;8.0;8.405933310204212;3.0;30;21;0
202301;14;27136918;13;2;601;A;4.0;4.048944927658753;3.0;30;22;0
202212;14;26919020;13;2;601;A;2.0;2.0812578099952015;3.0;30;23;0
202211;14;26696168;13;2;601;A;2.0;2.0498034596829187;3.0;30;24;0
202210;14;26477676;13;2;601;A;2.0;2.045798026187729;4.0;31;25;0
202209;14;26272998;13;2;601;A;3.0;3.051630691910717;4.0;31;26;0
202208;14;26044705;13;2;601;A;5.0;5.294207499568813;5.0;30;27;0
202207;14;25834694;13;2;601;A;3.0;3.2876441131243155;5.0;29;28;0
202206;14;25616474;13;2;601;A;3.0;2.965962603585898;5.0;31;29;0
202205;14;25404638;13;2;601;A;5.0;5.160998276046802;4.0;30;30;0
202204;14;25197394;13;2;601;A;4.0;4.022807415696582;4.0;31;31;0
202203;14;24984763;13;2;601;A;8.0;7.967993510176181;4.0;31;32;0
202202;14;24778339;13;2;601;A;8.0;8.13007124971435;3.0;30;33;0
202201;14;24571300;13;2;601;A;2.0;2.089975626285856;3.0;30;34;0
202112;14;24366564;13;2;601;A;2.0;2.0915664619100744;4.0;30;35;0
202111;14;24165715;13;2;601;A;3.0;2.95029028498298;4.0;32;36;0
202110;14;23961521;13;2;601;A;3.0;3.0637880826208295;4.0;30;37;0
202109;14;23761538;13;2;601;A;5.0;5.448490470969429;4.0;28;38;0
202108;14;23565537;13;2;601;A;4.0;4.396558444940837;5.0;28;39;0
202107;14;23365411;13;2;601;A;4.0;4.107858094464832;6.0;30;40;0
202410;15;32011161;13;2;601;A;29.0;30.54740196672659;25.0;29;1;0
202409;15;31769686;13;2;601;A;31.0;30.89764975420145;23.0;31;2;0
202408;15;31527813;13;2;601;A;31.0;31.776021966937567;22.0;31;3;0
202407;15;31279787;13;2;601;A;25.0;26.410392286826582;21.0;30;4;0
202406;15;31044772;13;2;601;A;24.0;24.412435121381247;20.0;31;5;0
202405;15;30803597;13;2;601;A;23.0;23.491818115289313;19.0;30;6;0
202404;15;30566990;13;2;601;A;22.0;21.53152713593411;17.0;31;7;0
202403;15;30332670;13;2;601;A;18.0;18.693044384651827;15.0;30;8;0
202402;15;30096671;13;2;601;A;28.0;26.859618330008175;12.0;32;9;0
202401;15;29864428;13;2;601;A;20.0;20.735251847593787;11.0;30;10;0
202312;15;29631072;13;2;601;A;17.0;16.961674991597782;10.0;31;11;0
202311;15;29401407;13;2;601;A;16.0;16.47023321712329;9.0;30;12;0
202310;15;29169449;13;2;601;A;7.0;7.352911105971362;8.0;30;13;0
202309;15;28940070;13;2;601;A;9.0;9.049032891266695;8.0;31;14;0
202308;15;28711414;13;2;601;A;9.0;9.200854987074957;11.0;30;15;0
202307;15;28490349;13;2;601;A;11.0;11.12683960373188;11.0;31;16;0
202306;15;28256425;13;2;601;A;12.0;12.066201194076127;12.0;31;17;0
202305;15;28031060;13;2;601;A;7.0;7.130880859302807;13.0;30;18;0
202304;15;27805550;13;2;601;A;3.0;3.077903199318776;15.0;30;19;0
202303;15;27582464;13;2;601;A;10.0;9.912122163532024;16.0;31;20;0
202302;15;27358697;13;2;601;A;23.0;23.30271954939312;14.0;30;21;0
